Price,Close,High,Low,Open,Volume
2021-11-22,56289.2890625,59266.359375,55679.83984375,58706.84765625,35036121783
2021-11-23,57569.07421875,57875.515625,55632.76171875,56304.5546875,37485803899
2021-11-24,56280.42578125,57803.06640625,55964.22265625,57565.8515625,36635566789
2021-11-25,57274.6796875,59367.96875,57146.68359375,57165.41796875,34284016248
2021-11-26,53569.765625,59183.48046875,53569.765625,58960.28515625,41810748221
2021-11-27,54815.078125,55329.2578125,53668.35546875,53736.4296875,30560857714
2021-11-28,57248.45703125,57393.84375,53576.734375,54813.0234375,28116886357
2021-11-29,57806.56640625,58872.87890625,56792.52734375,57291.90625,32370840356
2021-11-30,57005.42578125,59113.40234375,56057.28125,57830.11328125,36708594618
2021-12-01,57229.828125,59041.68359375,56553.08203125,56907.96484375,36858195307
2021-12-02,56477.81640625,57349.234375,55895.1328125,57217.37109375,32379968686
2021-12-03,53598.24609375,57482.16796875,52496.5859375,56509.1640625,39789134215
2021-12-04,49200.703125,53904.6796875,42874.6171875,53727.87890625,61385677469
2021-12-05,49368.84765625,49768.1484375,47857.49609375,49201.51953125,37198201161
2021-12-06,50582.625,50929.51953125,47281.03515625,49413.48046875,37707308001
2021-12-07,50700.0859375,51934.78125,50175.80859375,50581.828125,33676814852
2021-12-08,50504.796875,51171.375,48765.98828125,50667.6484375,28479699446
2021-12-09,47672.12109375,50797.1640625,47358.3515625,50450.08203125,29603577251
2021-12-10,47243.3046875,50015.25390625,47023.69921875,47642.14453125,30966005122
2021-12-11,49362.5078125,49458.2109375,46942.34765625,47264.6328125,25775869261
2021-12-12,50098.3359375,50724.8671875,48725.8515625,49354.85546875,21939223599
2021-12-13,46737.48046875,50205.0,45894.84765625,50114.7421875,32166727776
2021-12-14,46612.6328125,48431.3984375,46424.49609375,46709.82421875,34638619079
2021-12-15,48896.72265625,49473.95703125,46671.96484375,48379.75390625,36541828520
2021-12-16,47665.42578125,49425.57421875,47529.87890625,48900.46484375,27268150947
2021-12-17,46202.14453125,48004.89453125,45618.21484375,47653.73046875,32902725329
2021-12-18,46848.77734375,47313.828125,45598.44140625,46219.25390625,26098292690
2021-12-19,46707.015625,48089.6640625,46502.953125,46853.8671875,25154053861
2021-12-20,46880.27734375,47401.71875,45579.80859375,46707.0625,30961902129
2021-12-21,48936.61328125,49300.91796875,46698.7734375,46886.078125,27055803928
2021-12-22,48628.51171875,49544.796875,48450.94140625,48937.09765625,24447979559
2021-12-23,50784.5390625,51332.33984375,48065.8359375,48626.34375,28223878108
2021-12-24,50822.1953125,51814.02734375,50514.49609375,50806.05078125,24367912228
2021-12-25,50429.859375,51176.59765625,50236.70703125,50854.91796875,19030650914
2021-12-26,50809.515625,51196.37890625,49623.10546875,50428.69140625,20964372926
2021-12-27,50640.41796875,51956.328125,50499.46875,50802.609375,24324345758
2021-12-28,47588.85546875,50679.859375,47414.2109375,50679.859375,33430376883
2021-12-29,46444.7109375,48119.7421875,46201.49609375,47623.87109375,30049226299
2021-12-30,47178.125,47879.96484375,46060.3125,46490.60546875,26686491018
2021-12-31,46306.4453125,48472.52734375,45819.953125,47169.37109375,36974172400
2022-01-01,47686.8125,47827.3125,46288.484375,46311.74609375,24582667004
2022-01-02,47345.21875,47881.40625,46856.9375,47680.92578125,27951569547
2022-01-03,46458.1171875,47510.7265625,45835.96484375,47343.54296875,33071628362
2022-01-04,45897.57421875,47406.546875,45752.46484375,46458.8515625,42494677905
2022-01-05,43569.00390625,46929.046875,42798.22265625,45899.359375,36851084859
2022-01-06,43160.9296875,43748.71875,42645.5390625,43565.51171875,30208048289
2022-01-07,41557.90234375,43153.5703125,41077.4453125,43153.5703125,84196607520
2022-01-08,41733.94140625,42228.94140625,40672.27734375,41561.46484375,28066355845
2022-01-09,41911.6015625,42663.94921875,41338.16015625,41734.7265625,21294384372
2022-01-10,41821.26171875,42199.484375,39796.5703125,41910.23046875,32104232331
2022-01-11,42735.85546875,43001.15625,41407.75390625,41819.5078125,26327648900
2022-01-12,43949.1015625,44135.3671875,42528.98828125,42742.1796875,33499938689
2022-01-13,42591.5703125,44278.421875,42447.04296875,43946.7421875,47691135082
2022-01-14,43099.69921875,43346.6875,41982.6171875,42598.87109375,23577403399
2022-01-15,43177.3984375,43724.671875,42669.03515625,43101.8984375,18371348298
2022-01-16,43113.87890625,43436.80859375,42691.0234375,43172.0390625,17902097845
2022-01-17,42250.55078125,43179.390625,41680.3203125,43118.12109375,21690904261
2022-01-18,42375.6328125,42534.40234375,41392.21484375,42250.07421875,22417209227
2022-01-19,41744.328125,42478.3046875,41242.9140625,42374.0390625,23091543258
2022-01-20,40680.41796875,43413.0234375,40672.82421875,41744.02734375,20382033940
2022-01-21,36457.31640625,41060.52734375,35791.42578125,40699.60546875,43011992031
2022-01-22,35030.25,36688.8125,34349.25,36471.58984375,39714385405
2022-01-23,36276.8046875,36433.3125,34784.96875,35047.359375,26017975951
2022-01-24,36654.328125,37247.51953125,33184.05859375,36275.734375,41856658597
2022-01-25,36954.00390625,37444.5703125,35779.4296875,36654.8046875,26428189594
2022-01-26,36852.12109375,38825.41015625,36374.90625,36950.515625,31324598034
2022-01-27,37138.234375,37148.32421875,35629.28125,36841.87890625,25041426629
2022-01-28,37784.33203125,37952.87890625,36211.109375,37128.4453125,22238830523
2022-01-29,38138.1796875,38576.26171875,37406.47265625,37780.71484375,17194183075
2022-01-30,37917.6015625,38266.33984375,37437.7109375,38151.91796875,14643548444
2022-01-31,38483.125,38647.26171875,36733.57421875,37920.28125,20734730465
2022-02-01,38743.2734375,39115.1328125,38113.6640625,38481.765625,20288500328
2022-02-02,36952.984375,38834.6171875,36832.73046875,38743.71484375,19155189416
2022-02-03,37154.6015625,37154.6015625,36375.5390625,36944.8046875,18591534769
2022-02-04,41500.875,41527.78515625,37093.62890625,37149.265625,29412210792
2022-02-05,41441.1640625,41847.1640625,41038.09765625,41501.48046875,19652846215
2022-02-06,42412.43359375,42500.78515625,41244.90625,41441.12109375,16142097334
2022-02-07,43840.28515625,44401.86328125,41748.15625,42406.78125,28641855926
2022-02-08,44118.4453125,45293.8671875,42807.8359375,43854.65234375,33079398868
2022-02-09,44338.796875,44727.80078125,43232.96875,44096.703125,23245887300
2022-02-10,43565.11328125,45661.171875,43402.80859375,44347.80078125,32142048537
2022-02-11,42407.9375,43810.83203125,42114.5390625,43571.12890625,26954925781
2022-02-12,42244.46875,42992.55078125,41852.57421875,42412.30078125,18152390304
2022-02-13,42197.515625,42693.0546875,41950.94140625,42236.56640625,14741589015
2022-02-14,42586.91796875,42775.77734375,41681.95703125,42157.3984375,20827783012
2022-02-15,44575.203125,44667.21875,42491.03515625,42586.46484375,22721659051
2022-02-16,43961.859375,44578.27734375,43456.69140625,44578.27734375,19792547657
2022-02-17,40538.01171875,44132.97265625,40249.37109375,43937.0703125,26246662813
2022-02-18,40030.9765625,40929.15234375,39637.6171875,40552.1328125,23310007704
2022-02-19,40122.15625,40418.87890625,39713.05859375,40026.0234375,13736557863
2022-02-20,38431.37890625,40119.890625,38112.8125,40118.1015625,18340576452
2022-02-21,37075.28125,39394.4375,36950.4765625,38423.2109375,29280402798
2022-02-22,38286.02734375,38359.85546875,36488.93359375,37068.76953125,25493150450
2022-02-23,37296.5703125,39122.39453125,37201.81640625,38285.28125,21849073843
2022-02-24,38332.609375,38968.83984375,34459.21875,37278.56640625,46383802093
2022-02-25,39214.21875,39630.32421875,38111.34375,38333.74609375,26545599159
2022-02-26,39105.1484375,40005.34765625,38702.53515625,39213.08203125,17467554129
2022-02-27,37709.78515625,39778.94140625,37268.9765625,39098.69921875,23450127612
2022-02-28,43193.234375,43760.45703125,37518.21484375,37706.0,35690014104
2022-03-01,44354.63671875,44793.6015625,42952.5859375,43194.50390625,32479047645
2022-03-02,43924.1171875,45077.578125,43432.8515625,44357.6171875,29183112630
2022-03-03,42451.7890625,44021.578125,41914.75,43925.1953125,24967782593
2022-03-04,39137.60546875,42479.61328125,38805.84765625,42458.140625,28516271427
2022-03-05,39400.5859375,39566.3359375,38777.03515625,39148.44921875,16975917450
2022-03-06,38419.984375,39640.17578125,38211.6484375,39404.19921875,19745229902
2022-03-07,38062.0390625,39430.2265625,37260.203125,38429.3046875,28546143503
2022-03-08,38737.26953125,39304.44140625,37957.38671875,38059.90234375,25776583476
2022-03-09,41982.92578125,42465.671875,38706.09375,38742.81640625,32284121034
2022-03-10,39437.4609375,42004.7265625,38832.94140625,41974.0703125,31078064711
2022-03-11,38794.97265625,40081.6796875,38347.43359375,39439.96875,26364890465
2022-03-12,38904.01171875,39308.59765625,38772.53515625,38794.46484375,14616450657
2022-03-13,37849.6640625,39209.3515625,37728.14453125,38884.7265625,17300745310
2022-03-14,39666.75390625,39742.5,37680.734375,37846.31640625,24322159070
2022-03-15,39338.78515625,39794.62890625,38310.2109375,39664.25,23934000868
2022-03-16,41143.9296875,41465.453125,39022.34765625,39335.5703125,39616916192
2022-03-17,40951.37890625,41287.53515625,40662.87109375,41140.84375,22009601093
2022-03-18,41801.15625,42195.74609375,40302.3984375,40944.83984375,34421564942
2022-03-19,42190.65234375,42316.5546875,41602.66796875,41794.6484375,19664853187
2022-03-20,41247.82421875,42241.1640625,41004.7578125,42191.40625,20127946682
2022-03-21,41077.99609375,41454.41015625,40668.04296875,41246.1328125,24615543271
2022-03-22,42358.80859375,43124.70703125,40948.28125,41074.10546875,32004652376
2022-03-23,42892.95703125,42893.5078125,41877.5078125,42364.37890625,25242943069
2022-03-24,43960.93359375,44131.85546875,42726.1640625,42886.65234375,31042992291
2022-03-25,44348.73046875,44999.4921875,43706.28515625,43964.546875,30574413034
2022-03-26,44500.828125,44735.99609375,44166.2734375,44349.859375,16950455995
2022-03-27,46820.4921875,46827.546875,44437.29296875,44505.35546875,28160889722
2022-03-28,47128.00390625,48086.8359375,46690.203125,46821.8515625,36362175703
2022-03-29,47465.73046875,48022.2890625,47100.4375,47100.4375,31397059069
2022-03-30,47062.6640625,47655.1484375,46746.2109375,47456.8984375,29333883962
2022-03-31,45538.67578125,47512.02734375,45390.5390625,47062.1484375,33327427106
2022-04-01,46281.64453125,46616.2421875,44403.140625,45554.1640625,38162644287
2022-04-02,45868.94921875,47028.28125,45782.51171875,46285.5,29336594194
2022-04-03,46453.56640625,47313.4765625,45634.10546875,45859.12890625,25414397610
2022-04-04,46622.67578125,46791.08984375,45235.81640625,46445.2734375,32499785455
2022-04-05,45555.9921875,47106.140625,45544.80859375,46624.5078125,29640604055
2022-04-06,43206.73828125,45544.35546875,43193.953125,45544.35546875,39393395788
2022-04-07,43503.84765625,43860.69921875,42899.90625,43207.5,26101973106
2022-04-08,42287.6640625,43903.01953125,42183.2890625,43505.13671875,27215995394
2022-04-09,42782.13671875,42786.81640625,42183.25390625,42282.078125,16050772496
2022-04-10,42207.671875,43376.37890625,42021.20703125,42781.08984375,17654475582
2022-04-11,39521.90234375,42424.58984375,39373.05859375,42201.0390625,33949912166
2022-04-12,40127.18359375,40617.5859375,39388.328125,39533.71484375,30991500854
2022-04-13,41166.73046875,41430.0546875,39712.74609375,40123.5703125,27691105228
2022-04-14,39935.515625,41451.48046875,39695.74609375,41160.21875,24342001973
2022-04-15,40553.46484375,40617.72265625,39866.83203125,39939.40234375,21756855753
2022-04-16,40424.484375,40633.6796875,40078.42578125,40552.31640625,16833150693
2022-04-17,39716.953125,40570.7265625,39620.89453125,40417.77734375,19087633042
2022-04-18,40826.21484375,40986.3203125,38696.19140625,39721.203125,33705182072
2022-04-19,41502.75,41672.9609375,40618.6328125,40828.17578125,25303206547
2022-04-20,41374.37890625,42126.30078125,40961.09765625,41501.74609375,27819532341
2022-04-21,40527.36328125,42893.58203125,40063.828125,41371.515625,35372786395
2022-04-22,39740.3203125,40777.7578125,39315.41796875,40525.86328125,28011716745
2022-04-23,39486.73046875,39935.859375,39352.203125,39738.72265625,16138021249
2022-04-24,39469.29296875,39845.92578125,39233.5390625,39478.375,17964398167
2022-04-25,40458.30859375,40491.75390625,38338.37890625,39472.60546875,35445730570
2022-04-26,38117.4609375,40713.890625,37884.984375,40448.421875,34569088416
2022-04-27,39241.12109375,39397.91796875,37997.3125,38120.30078125,30981015184
2022-04-28,39773.828125,40269.46484375,38941.421875,39241.4296875,33903704907
2022-04-29,38609.82421875,39887.26953125,38235.53515625,39768.6171875,30882994649
2022-04-30,37714.875,38771.2109375,37697.94140625,38605.859375,23895713731
2022-05-01,38469.09375,38627.859375,37585.7890625,37713.265625,27002760110
2022-05-02,38529.328125,39074.97265625,38156.5625,38472.1875,32922642426
2022-05-03,37750.453125,38629.99609375,37585.62109375,38528.109375,27326943244
2022-05-04,39698.37109375,39902.94921875,37732.05859375,37748.01171875,36754404490
2022-05-05,36575.140625,39789.28125,35856.515625,39695.74609375,43106256317
2022-05-06,36040.921875,36624.359375,35482.1328125,36573.18359375,37795577489
2022-05-07,35501.953125,36129.92578125,34940.82421875,36042.50390625,24375896406
2022-05-08,34059.265625,35502.94140625,33878.96484375,35502.94140625,36763041910
2022-05-09,30296.953125,34222.07421875,30296.953125,34060.015625,63355494961
2022-05-10,31022.90625,32596.30859375,29944.802734375,30273.654296875,59811038817
2022-05-11,28936.35546875,32013.40234375,28170.4140625,31016.18359375,70388855818
2022-05-12,29047.751953125,30032.439453125,26350.490234375,28936.734375,66989173272
2022-05-13,29283.103515625,30924.802734375,28782.330078125,29030.91015625,42841124537
2022-05-14,30101.265625,30192.802734375,28702.91015625,29285.642578125,28579868620
2022-05-15,31305.11328125,31308.19140625,29527.740234375,30098.5859375,25835372065
2022-05-16,29862.91796875,31305.341796875,29251.884765625,31304.375,32613897286
2022-05-17,30425.857421875,30694.490234375,29570.302734375,29862.408203125,29101473475
2022-05-18,28720.271484375,30618.716796875,28720.271484375,30424.478515625,31285268319
2022-05-19,30314.333984375,30430.751953125,28708.955078125,28720.359375,33773447707
2022-05-20,29200.740234375,30664.9765625,28793.60546875,30311.119140625,30749382605
2022-05-21,29432.2265625,29588.869140625,29027.39453125,29199.859375,17274840442
2022-05-22,30323.72265625,30425.861328125,29275.18359375,29432.47265625,21631532270
2022-05-23,29098.91015625,30590.5859375,28975.560546875,30309.396484375,31483454557
2022-05-24,29655.5859375,29774.35546875,28786.58984375,29101.125,26616506245
2022-05-25,29562.361328125,30157.78515625,29384.94921875,29653.134765625,27525063551
2022-05-26,29267.224609375,29834.16015625,28261.90625,29564.77734375,36774325352
2022-05-27,28627.57421875,29346.943359375,28326.61328125,29251.140625,36582005748
2022-05-28,28814.900390625,28814.900390625,28554.56640625,28622.625,35519577634
2022-05-29,29445.95703125,29498.009765625,28841.107421875,29019.8671875,18093886409
2022-05-30,31726.390625,31949.630859375,29303.572265625,29443.365234375,39277993274
2022-05-31,31792.310546875,32249.86328125,31286.154296875,31723.865234375,33538210634
2022-06-01,29799.080078125,31957.28515625,29501.587890625,31792.5546875,41135817341
2022-06-02,30467.48828125,30604.734375,29652.705078125,29794.890625,29083562061
2022-06-03,29704.390625,30633.03515625,29375.689453125,30467.806640625,26175547452
2022-06-04,29832.9140625,29930.564453125,29500.005859375,29706.138671875,16588370958
2022-06-05,29906.662109375,30117.744140625,29574.44921875,29835.1171875,17264085441
2022-06-06,31370.671875,31693.291015625,29894.1875,29910.283203125,31947336829
2022-06-07,31155.478515625,31489.68359375,29311.68359375,31371.7421875,40770974039
2022-06-08,30214.35546875,31253.69140625,29944.404296875,31151.48046875,30242059107
2022-06-09,30111.998046875,30609.310546875,30020.265625,30215.279296875,21692004719
2022-06-10,29083.8046875,30245.80859375,28978.146484375,30110.330078125,29867476527
2022-06-11,28360.810546875,29401.916015625,28236.212890625,29084.666015625,27246574439
2022-06-12,26762.6484375,28502.685546875,26762.6484375,28373.513671875,34163220274
2022-06-13,22487.388671875,26795.58984375,22141.2578125,26737.578125,68204556440
2022-06-14,22206.79296875,23018.951171875,20950.818359375,22487.986328125,50913575242
2022-06-15,22572.83984375,22642.671875,20178.376953125,22196.73046875,54912007015
2022-06-16,20381.650390625,22868.921875,20265.2265625,22576.3046875,31183975654
2022-06-17,20471.482421875,21243.3125,20326.51953125,20385.71875,27132421514
2022-06-18,19017.642578125,20736.041015625,17708.623046875,20473.42578125,42009436760
2022-06-19,20553.271484375,20683.822265625,18067.15234375,19010.90234375,35329942625
2022-06-20,20599.537109375,20913.322265625,19689.169921875,20553.37109375,30818458597
2022-06-21,20710.59765625,21620.62890625,20415.0625,20594.294921875,28970212744
2022-06-22,19987.029296875,20835.75,19848.078125,20719.4140625,28574793478
2022-06-23,21085.876953125,21135.76171875,19950.1171875,19986.607421875,26188097173
2022-06-24,21231.65625,21472.91796875,20777.51171875,21084.6484375,24957784918
2022-06-25,21502.337890625,21520.9140625,20964.5859375,21233.609375,18372538715
2022-06-26,21027.294921875,21783.724609375,21016.26953125,21496.494140625,18027170497
2022-06-27,20735.478515625,21478.08984375,20620.19921875,21028.23828125,20965695707
2022-06-28,20280.634765625,21164.423828125,20228.8125,20731.544921875,21381535161
2022-06-29,20104.0234375,20364.15625,19937.791015625,20281.169921875,23552740328
2022-06-30,19784.7265625,20141.16015625,18729.65625,20108.3125,26267239923
2022-07-01,19269.3671875,20632.671875,19073.708984375,19820.470703125,30767551159
2022-07-02,19242.255859375,19371.748046875,19027.08203125,19274.8359375,18100418740
2022-07-03,19297.076171875,19558.26953125,18966.951171875,19242.095703125,16390821947
2022-07-04,20231.26171875,20258.748046875,19063.06640625,19297.314453125,21594638208
2022-07-05,20190.115234375,20635.466796875,19341.232421875,20225.353515625,26715546990
2022-07-06,20548.24609375,20595.529296875,19823.51171875,20194.619140625,24598943708
2022-07-07,21637.587890625,21771.81640625,20296.103515625,20547.814453125,25814972520
2022-07-08,21731.1171875,22314.94140625,21257.453125,21637.154296875,49899834488
2022-07-09,21592.20703125,21877.138671875,21445.95703125,21716.828125,29641127858
2022-07-10,20860.44921875,21591.080078125,20727.123046875,21591.080078125,28688807249
2022-07-11,19970.556640625,20856.353515625,19924.5390625,20856.353515625,24150249025
2022-07-12,19323.9140625,20043.4453125,19308.53125,19970.474609375,25810220018
2022-07-13,20212.07421875,20223.052734375,18999.953125,19325.97265625,33042430345
2022-07-14,20569.919921875,20789.89453125,19689.2578125,20211.466796875,31158743333
2022-07-15,20836.328125,21138.244140625,20397.0,20573.15625,25905575359
2022-07-16,21190.31640625,21514.404296875,20518.8984375,20834.103515625,24302954056
2022-07-17,20779.34375,21600.640625,20778.1796875,21195.041015625,22927802083
2022-07-18,22485.689453125,22633.033203125,20781.912109375,20781.912109375,39974475562
2022-07-19,23389.43359375,23666.962890625,21683.40625,22467.849609375,48765202697
2022-07-20,23231.732421875,24196.818359375,23009.94921875,23393.19140625,42932549127
2022-07-21,23164.62890625,23388.322265625,22431.1484375,23233.201171875,33631012204
2022-07-22,22714.978515625,23671.927734375,22603.416015625,23163.751953125,31421555646
2022-07-23,22465.478515625,22977.2109375,22002.91015625,22706.984375,24021799169
2022-07-24,22609.1640625,22974.001953125,22306.83984375,22465.509765625,23565495303
2022-07-25,21361.701171875,22649.12109375,21361.642578125,22607.15625,35574561406
2022-07-26,21239.75390625,21361.12109375,20776.81640625,21361.12109375,28624673855
2022-07-27,22930.548828125,22986.529296875,21070.806640625,21244.169921875,31758955233
2022-07-28,23843.88671875,24110.470703125,22722.265625,22933.640625,40212386158
2022-07-29,23804.6328125,24294.787109375,23481.173828125,23845.212890625,35887249746
2022-07-30,23656.20703125,24572.580078125,23580.5078125,23796.818359375,28148218301
2022-07-31,23336.896484375,24121.642578125,23275.703125,23652.0703125,23553591896
2022-08-01,23314.19921875,23464.787109375,22890.796875,23336.71875,25849159141
2022-08-02,22978.1171875,23415.041015625,22710.083984375,23308.43359375,28389250717
2022-08-03,22846.5078125,23578.650390625,22747.8359375,22981.302734375,26288169966
2022-08-04,22630.95703125,23198.009765625,22485.701171875,22848.21484375,25120229769
2022-08-05,23289.314453125,23422.828125,22612.177734375,22626.833984375,28881249043
2022-08-06,22961.279296875,23326.5625,22961.279296875,23291.423828125,15978259885
2022-08-07,23175.890625,23359.009765625,22894.556640625,22963.505859375,15886817043
2022-08-08,23809.486328125,24203.689453125,23176.546875,23179.52734375,28575544847
2022-08-09,23164.318359375,23898.615234375,22982.0,23811.484375,23555719219
2022-08-10,23947.642578125,24127.4140625,22771.51953125,23162.8984375,32837431722
2022-08-11,23957.529296875,24822.62890625,23900.99609375,23948.345703125,37127036580
2022-08-12,24402.818359375,24412.56640625,23657.265625,23957.203125,27265804688
2022-08-13,24424.068359375,24860.05078125,24346.115234375,24402.1875,22987346289
2022-08-14,24319.333984375,24974.9140625,24206.259765625,24429.056640625,22994133555
2022-08-15,24136.97265625,25135.58984375,23839.775390625,24318.31640625,35123501685
2022-08-16,23883.291015625,24228.416015625,23733.5,24126.13671875,27753685646
2022-08-17,23335.998046875,24407.05859375,23243.353515625,23881.31640625,30931623076
2022-08-18,23212.73828125,23563.83203125,23177.6015625,23341.0390625,23747613147
2022-08-19,20877.552734375,23213.3125,20868.84765625,23213.3125,40509610260
2022-08-20,21166.060546875,21350.806640625,20856.73046875,20872.841796875,27595671000
2022-08-21,21534.12109375,21668.845703125,21103.197265625,21160.392578125,23102307723
2022-08-22,21398.908203125,21531.462890625,20939.18359375,21531.462890625,31666498758
2022-08-23,21528.087890625,21646.203125,20955.138671875,21401.044921875,31878280659
2022-08-24,21395.01953125,21783.076171875,21195.005859375,21526.455078125,31962253368
2022-08-25,21600.904296875,21789.63671875,21362.44140625,21395.458984375,31028679593
2022-08-26,20260.01953125,21804.908203125,20199.482421875,21596.0859375,42326789564
2022-08-27,20041.73828125,20340.775390625,19890.5234375,20262.48046875,30116729776
2022-08-28,19616.814453125,20139.0546875,19616.814453125,20041.03515625,24366810591
2022-08-29,20297.994140625,20357.462890625,19600.78515625,19615.154296875,32637854078
2022-08-30,19796.80859375,20542.64453125,19617.640625,20298.611328125,34483360283
2022-08-31,20049.763671875,20420.990234375,19799.58203125,19799.58203125,33225232872
2022-09-01,20127.140625,20198.390625,19653.96875,20050.498046875,30182031010
2022-09-02,19969.771484375,20401.568359375,19814.765625,20126.072265625,29123998928
2022-09-03,19832.087890625,20037.009765625,19698.35546875,19969.71875,23613051457
2022-09-04,19986.712890625,19999.689453125,19636.81640625,19832.470703125,25245861652
2022-09-05,19812.37109375,20031.16015625,19673.046875,19988.7890625,28813460025
2022-09-06,18837.66796875,20155.26953125,18800.171875,19817.724609375,43403978910
2022-09-07,19290.32421875,19427.171875,18644.466796875,18837.68359375,35239757134
2022-09-08,19329.833984375,19417.3515625,19076.71484375,19289.94140625,32194477850
2022-09-09,21381.15234375,21439.41015625,19310.962890625,19328.140625,48469528171
2022-09-10,21680.5390625,21760.275390625,21168.72265625,21376.912109375,36913738894
2022-09-11,21769.255859375,21770.552734375,21406.9453125,21678.54296875,34493951963
2022-09-12,22370.44921875,22439.181640625,21603.896484375,21770.1484375,50212088965
2022-09-13,20296.70703125,22673.8203125,20062.669921875,22371.48046875,51091116622
2022-09-14,20241.08984375,20467.201171875,19793.396484375,20184.5546875,37872380889
2022-09-15,19701.2109375,20318.166015625,19636.734375,20242.2890625,36389011503
2022-09-16,19772.583984375,19870.62890625,19400.076171875,19704.005859375,30123362273
2022-09-17,20127.576171875,20162.53125,19777.033203125,19777.033203125,24957448100
2022-09-18,19419.505859375,20127.234375,19387.4921875,20127.234375,31254779144
2022-09-19,19544.12890625,19639.48046875,18390.318359375,19418.572265625,40177002624
2022-09-20,18890.7890625,19602.45703125,18813.455078125,19545.591796875,36791346508
2022-09-21,18547.400390625,19674.630859375,18290.314453125,18891.283203125,46363793975
2022-09-22,19413.55078125,19456.91015625,18415.591796875,18534.650390625,41135767926
2022-09-23,19297.638671875,19464.671875,18617.552734375,19412.400390625,38896078052
2022-09-24,18937.01171875,19310.197265625,18861.974609375,19296.990234375,26149643168
2022-09-25,18802.09765625,19134.732421875,18696.46875,18936.310546875,23359966112
2022-09-26,19222.671875,19274.873046875,18721.28515625,18803.900390625,44148798321
2022-09-27,19110.546875,20338.455078125,18915.66796875,19221.83984375,58571439619
2022-09-28,19426.720703125,19688.34375,18553.296875,19104.62109375,53071298734
2022-09-29,19573.05078125,19589.265625,18924.353515625,19427.779296875,41037843771
2022-09-30,19431.7890625,20109.849609375,19265.662109375,19573.431640625,43975248085
2022-10-01,19312.095703125,19471.154296875,19231.08203125,19431.10546875,18719537670
2022-10-02,19044.107421875,19370.30859375,18970.62109375,19311.849609375,20765955327
2022-10-03,19623.580078125,19653.54296875,19025.2265625,19044.068359375,30484729489
2022-10-04,20336.84375,20380.34375,19523.83984375,19623.583984375,35887278685
2022-10-05,20160.716796875,20343.748046875,19801.80078125,20335.900390625,33223790572
2022-10-06,19955.443359375,20408.392578125,19900.087890625,20161.0390625,34711412966
2022-10-07,19546.849609375,20041.0859375,19395.79296875,19957.55859375,29227315390
2022-10-08,19416.568359375,19601.6953125,19299.4140625,19546.328125,16437423167
2022-10-09,19446.42578125,19542.5390625,19349.259765625,19417.478515625,16837262532
2022-10-10,19141.484375,19515.466796875,19102.978515625,19446.416015625,27425022774
2022-10-11,19051.41796875,19241.9609375,18925.603515625,19139.0,28711532910
2022-10-12,19157.4453125,19203.19921875,19029.7578125,19052.646484375,24950173846
2022-10-13,19382.904296875,19453.328125,18319.822265625,19156.966796875,44219840004
2022-10-14,19185.65625,19889.146484375,19115.408203125,19382.533203125,38452356727
2022-10-15,19067.634765625,19212.541015625,19019.25,19185.4375,16192235532
2022-10-16,19268.09375,19389.603515625,19068.9140625,19068.9140625,17988916650
2022-10-17,19550.7578125,19635.802734375,19173.333984375,19268.5625,27472552998
2022-10-18,19334.416015625,19666.994140625,19144.76953125,19550.466796875,30580012344
2022-10-19,19139.53515625,19348.416015625,19127.6875,19335.02734375,22425387184
2022-10-20,19053.740234375,19315.19921875,18971.458984375,19138.0859375,24493974420
2022-10-21,19172.46875,19237.384765625,18770.970703125,19053.203125,32459287866
2022-10-22,19208.189453125,19248.068359375,19132.244140625,19172.380859375,16104440957
2022-10-23,19567.0078125,19646.65234375,19124.197265625,19207.734375,22128794335
2022-10-24,19345.572265625,19589.125,19206.32421875,19567.76953125,30202235805
2022-10-25,20095.857421875,20348.412109375,19261.447265625,19344.96484375,47761524910
2022-10-26,20770.44140625,20938.134765625,20076.1171875,20092.236328125,58895950537
2022-10-27,20285.8359375,20854.044921875,20255.373046875,20772.802734375,49625110402
2022-10-28,20595.3515625,20724.98046875,20086.068359375,20287.95703125,43994715910
2022-10-29,20818.4765625,20988.39453125,20566.484375,20595.103515625,40369840645
2022-10-30,20635.603515625,20917.005859375,20547.462890625,20817.982421875,31486345556
2022-10-31,20495.7734375,20795.3203125,20287.458984375,20633.6953125,45668466815
2022-11-01,20485.2734375,20647.2890625,20359.845703125,20494.8984375,39819303159
2022-11-02,20159.50390625,20742.810546875,20087.134765625,20482.958984375,55552169483
2022-11-03,20209.98828125,20382.095703125,20086.240234375,20162.689453125,43228750179
2022-11-04,21147.23046875,21209.560546875,20188.01953125,20208.76953125,64072727950
2022-11-05,21282.69140625,21446.88671875,21097.634765625,21144.83203125,37846047609
2022-11-06,20926.486328125,21345.376953125,20920.19140625,21285.056640625,35082693210
2022-11-07,20602.81640625,21053.24609375,20489.97265625,20924.62109375,53510852236
2022-11-08,18541.271484375,20664.607421875,17603.544921875,20600.671875,118992465607
2022-11-09,15880.7802734375,18590.458984375,15682.6923828125,18543.76171875,102905151606
2022-11-10,17586.771484375,18054.3125,15834.0185546875,15883.158203125,83202283721
2022-11-11,17034.29296875,17650.943359375,16543.482421875,17583.251953125,55871616488
2022-11-12,16799.185546875,17066.67578125,16651.775390625,17036.875,29717699419
2022-11-13,16353.365234375,16920.765625,16320.634765625,16799.72265625,27209183682
